No,Salary
36668,83328.05957226997
36669,165607.7267884144
36670,22388.045225536334
36671,-969.2531653178326
36672,57185.56418679749
36673,56646.72468071227
36674,91066.79415771934
36675,39347.83691507325
36676,118022.87215993024
36677,45667.34473009426
36678,27433.216673247516
36679,12484.186697479288
36680,6257.4378985922585
36681,55845.688377319915
36682,7864.522403398813
36683,155953.47918908307
36684,29488.144443699428
36685,125425.09064328781
36686,14789.134377199869
36687,17539.626828715012
36688,74978.27044418089
36689,117252.30641727005
36690,86768.00821094269
36691,53347.72782296436
36692,95297.29630320915
36693,81009.97649291556
36694,28253.793253825734
36695,2967.9424627726803
36696,78114.3572599188
36697,73591.84242020597
36698,29206.468323922603
36699,100671.54266120201
36700,128938.87971479344
36701,42766.56844158245
36702,63749.2061765354
36703,52094.59993830207
36704,9405.351239455591
36705,23288.83589752776
36706,18696.864939641317
36707,3699.086848810383
36708,33598.71913926929
36709,22983.28730486957
36710,50004.19665466814
36711,49993.90189899213
36712,76181.5596916948
36713,46386.579326992956
36714,59820.29077175144
36715,80201.82927590152
36716,64138.49931564958
36717,19273.902399345683
36718,105001.28542287053
36719,69019.87143475306
36720,23335.10989329322
36721,96783.0318200049
36722,78611.85489409187
36723,14615.871792828097
36724,49702.94751304264
36725,28263.64515631469
36726,29610.1357250034
36727,98016.0238578932
36728,9577.988845479531
36729,57590.7923893039
36730,15982.06135154565
36731,86436.5941332232
36732,79474.24053461316
36733,106106.81718998583
36734,9708.448710352597
36735,14420.352036842167
36736,65982.561333254
36737,62227.11684104356
36738,3972.670465288201
36739,14743.907049054158
36740,63050.2317809108
36741,41085.25154078587
36742,101209.22789945694
36743,58636.05705836709
36744,135852.1885890064
36745,31044.028535236917
36746,32697.442489067485
36747,54296.536397020755
36748,20180.190231701083
36749,42492.285387463184
36750,42099.54237642007
36751,86385.06231121418
36752,160918.21010002634
36753,46008.200327411236
36754,17015.62381613967
36755,49902.60677532697
36756,8858.959111019409
36757,80817.96929122462
36758,90225.26980149838
36759,53721.937065731414
36760,97743.72810722273
36761,30986.329981127314
36762,109529.70954078282
36763,3729.6071745026175
36764,60115.899036890856
36765,35000.77735201019
36766,76166.21245495102
36767,64870.1633988065
36768,98454.22079097119
36769,24894.807247643534
36770,18861.50664859016
36771,87050.75186650151
36772,13887.234795019935
36773,117880.30846123636
36774,133295.54644413173
36775,15067.220672801002
36776,90194.97491715258
36777,87549.23276792624
36778,57961.761335636904
36779,52475.853630862286
36780,35231.65447457449
36781,46045.85686331095
36782,138937.04234902217
36783,23585.27857528462
36784,74804.10838438846
36785,8129.555292722216
36786,27968.75230920442
36787,140074.0956583803
36788,4565.21237916439
36789,14103.633308249942
36790,63490.91217606826
36791,48482.71570176043
36792,95112.09328708192
36793,75147.07354341605
36794,19541.728526908177
36795,152457.77366313036
36796,110055.21304937566
36797,95912.37908927583
36798,65179.41399200888
36799,94270.54953229913
36800,4652.86548063531
36801,25647.153230726442
36802,66814.58089970986
36803,149428.79457729083
36804,132093.05283641024
36805,153664.18467354792
36806,75820.39709766314
36807,32124.30724883061
36808,41655.48266074688
36809,82722.67069116911
36810,115415.527060748
36811,57264.83316982997
36812,29216.88704724937
36813,23150.857685671603
36814,88060.6525684614
36815,29328.353344167088
36816,25658.154461126425
36817,53052.437288464476
36818,67273.52286678508
36819,31601.943855322123
36820,33228.8315412064
36821,106678.14395243254
36822,65325.243467308755
36823,62334.628610574524
36824,8765.3046505637
36825,56649.90825212284
36826,94545.2051148543
36827,90971.2554093822
36828,74776.19953892088
36829,91233.44958921941
36830,5142.681296217763
36831,54420.67481798894
36832,71026.09314759934
36833,90915.23003650483
36834,27621.42416503151
36835,92827.97213264382
36836,71444.74206508062
36837,114630.38260989409
36838,87786.40624199368
36839,60690.87128205382
36840,52950.362419042416
36841,67055.58832611935
36842,77145.41307141882
36843,45015.37215734467
36844,63998.78369724263
36845,83448.13434547491
36846,102131.47622070092
36847,31212.28516073429
36848,80636.10346203449
36849,53111.77966312705
36850,87981.62602396728
36851,108938.97662636368
36852,17339.199121839367
36853,21507.102837492876
36854,19062.933797907604
36855,37880.61913483415
36856,60099.62644178165
36857,76602.99058355231
36858,73203.90624045493
36859,44897.624250999186
36860,112342.55341114517
36861,31758.095619719577
36862,4209.358478771725
36863,9229.307303364123
36864,79962.23555891875
36865,93520.70154325414
36866,13129.42575877934
36867,65572.31307272404
36868,81609.34842280144
36869,112369.87877033677
36870,80290.71104658158
36871,19493.790437775282
36872,80924.44117786031
36873,35470.994507839634
36874,60111.4818537776
36875,9273.09886312153
36876,89828.26426510779
36877,82396.31894977068
36878,77851.1026211235
36879,69396.63169307698
36880,33159.072702577614
36881,35121.29508902908
36882,100702.48086507375
36883,54096.912322542994
36884,36029.94725850472
36885,9671.42050699021
36886,55810.901791535405
36887,80447.3685617075
36888,27801.685322040856
36889,60163.64217241016
36890,107983.46525882976
36891,76198.65501188801
36892,60799.11244217184
36893,38448.551728630715
36894,78031.70478103423
36895,190717.12793478527
36896,38856.700257000666
36897,45893.41465566762
36898,25576.97282546335
36899,48841.60509168975
36900,-2010.3194625625586
36901,72574.69241235228
36902,41954.34806293904
36903,90248.20441071519
36904,139540.19169168847
36905,29023.313650075084
36906,108544.88459175781
36907,102857.04233134691
36908,10110.830641589546
36909,78719.91147696669
36910,100278.48149275246
36911,17358.849119967042
36912,107398.46284240446
36913,110299.82988694418
36914,18712.766879448125
36915,87917.24841669176
36916,26849.18507282598
36917,57624.31233678192
36918,69739.56541904644
36919,59159.172210095894
36920,18226.52954725876
36921,34136.224937382336
36922,34020.80871942942
36923,67641.05195530513
36924,60147.52462680721
36925,21328.150300506146
36926,118539.34128406494
36927,7691.535402240695
36928,20302.29498550929
36929,72970.03471355245
36930,66534.03943529211
36931,40521.94082157974
36932,68427.27837737786
36933,106535.26547746369
36934,34030.29324656927
36935,35496.95738228851
36936,23659.6227064441
36937,23034.888572137937
36938,9988.17474618661
36939,75773.8325884601
36940,55440.07423785908
36941,18383.27712398906
36942,72545.83532800149
36943,92203.22259065388
36944,31852.74964012992
36945,17663.762310790542
36946,95723.84630727982
36947,48462.205555303735
36948,45647.45111082049
36949,62055.74821058565
36950,106389.94872750896
36951,66454.40317043662
36952,74740.00216343963
36953,98712.4246406437
36954,75043.23849876944
36955,26155.682238797162
36956,17183.3088315814
36957,47688.412479438295
36958,37502.571162416476
36959,43622.774027317966
36960,34909.55377710444
36961,90864.53251785012
36962,56245.18445890299
36963,49385.95169136269
36964,2232.4288567873305
36965,133828.2517322159
36966,18043.95404872379
36967,17025.493586864108
36968,128773.84872414547
36969,5560.639669437051
36970,13975.841096961856
36971,150117.38918430315
36972,70204.44784364713
36973,15054.500113268077
36974,38389.563089365285
36975,102252.57864143718
36976,68400.69738034558
36977,72638.18344893193
36978,82030.48802097664
36979,53219.06366769747
36980,26575.876756220336
36981,10979.068508887063
36982,115063.95737746918
36983,7317.060519184085
36984,56833.520298234755
36985,82906.13383313139
36986,70749.92132308187
36987,2082.6200728203503
36988,41212.65963141557
36989,84338.83419308865
36990,32256.047819570165
36991,83909.8488164878
36992,19184.637605160075
36993,6656.495878383741
36994,35379.307286597075
36995,87847.75207584929
36996,76271.09917426159
36997,12462.875512325703
36998,16726.7237464053
36999,80915.37904777804
37000,70130.9688135498
37001,63034.70156465629
37002,40712.213542487276
37003,13259.148650564666
37004,10978.858725836364
37005,113303.79516346789
37006,87831.65847934359
37007,99557.17258100503
37008,32451.961108271167
37009,25855.540032246452
37010,112956.79520111151
37011,27440.460817402636
37012,30752.799911723752
37013,121774.81405750568
37014,71279.66188573714
37015,99559.07519480954
37016,28659.50645715517
37017,26832.635964324192
37018,81194.34686312069
37019,31620.231516822376
37020,25718.063236283917
37021,54329.204621019846
37022,50165.86738592327
37023,82435.8723799302
37024,118252.0170603799
37025,88689.68771465565
37026,5388.67891994264
37027,48565.53103876503
37028,30239.107108863587
37029,23588.38898639868
37030,27432.80903942226
37031,119326.98118059181
37032,119973.83251144688
37033,49765.74803065031
37034,117070.07616839116
37035,96338.48702510443
37036,60934.61611929572
37037,99224.87379708458
37038,89518.82192904121
37039,108021.35467342124
37040,1799.2010299275357
37041,52344.94205123456
37042,32144.076667646343
37043,69771.9078543585
37044,77130.35174649845
37045,12321.711314172413
37046,75886.55019515965
37047,134778.58971445906
37048,9802.778131830793
37049,13969.112251943247
37050,54114.47944621415
37051,30202.404152644023
37052,104454.65056165081
37053,62554.85581777718
37054,36554.08099136151
37055,62497.48590924513
37056,3113.3931100061486
37057,24449.22392061576
37058,77540.53141483547
37059,55613.862833021296
37060,15898.798494781237
37061,64760.048939658554
37062,91714.35641456116
37063,31979.84301616996
37064,118651.70164185867
37065,12472.147030891663
37066,72551.01088414204
37067,56517.59393849642
37068,22232.38361815663
37069,70255.11453282069
37070,1876.0337578694528
37071,74094.8531541099
37072,8876.604390689698
37073,48550.81185128961
37074,12109.40716592259
37075,153647.03950596426
37076,55637.4034653785
37077,59959.412720598295
37078,53906.90121985534
37079,28024.352012756637
37080,81080.24571482593
37081,45175.537315821566
37082,45848.23382168197
37083,84858.43077088779
37084,10207.79315680221
37085,60364.118732253315
37086,63083.45026553376
37087,39117.06747453371
37088,82766.36278088865
37089,143048.0292744423
37090,17453.600905582596
37091,61278.79975984248
37092,20323.854823579168
37093,8575.311644051046
37094,133237.39127250842
37095,47552.976531027314
37096,57516.979153231
37097,10780.436251088124
37098,17995.61739135343
37099,69786.17357398524
37100,105543.13065185327
37101,110233.24042540233
37102,29739.64952839889
37103,9193.261108495306
37104,25896.951593004975
37105,94919.2764526901
37106,50159.346554988944
37107,96741.74663285172
37108,56639.31017315415
37109,116549.10988327666
37110,51284.13761167417
37111,141722.21653132327
37112,5113.86436597411
37113,75033.42895588145
37114,42462.341404722225
37115,54636.187005984444
37116,8031.498047156145
37117,118082.3364369338
37118,40257.64853136387
37119,23367.997615790457
37120,14610.868358862193
37121,153244.66942941694
37122,188233.582482624
37123,98512.57245625669
37124,63811.74585114816
37125,70517.20780627674
37126,135706.31491249573
37127,43096.618381010594
37128,85139.39691641432
37129,62266.38983267525
37130,34453.443097858435
37131,86493.81596799212
37132,23046.83569506661
37133,16073.35464146649
37134,90125.96706179826
37135,84809.24546335041
37136,109108.38135559119
37137,71060.94625223795
37138,82895.37597431119
37139,28839.056197995134
37140,68860.3649951134
37141,130752.85050004625
37142,59752.968990653135
37143,30600.03417682977
37144,49074.77350070856
37145,56220.41893855919
37146,15396.906647107597
37147,50264.95531512818
37148,75913.61486807914
37149,30694.6439898889
37150,39057.89396650906
37151,62056.533520778736
37152,39823.852040381265
37153,60762.97800150917
37154,82846.0956361639
37155,88103.12812817018
37156,31088.1754503079
37157,9612.785612009422
37158,46390.20324374959
37159,149097.37885214866
37160,173447.89891233554
37161,34388.78696326213
37162,76192.49926120412
37163,137841.2977871467
37164,38280.72977897225
37165,38760.744326778105
37166,47661.9259986889
37167,17743.86510662417
37168,19869.31346337923
37169,5811.057660181116
37170,108734.18069608175
37171,11359.954381699994
37172,19133.61604735431
37173,58781.85799633624
37174,123671.36400191634
37175,112646.50758835397
37176,28693.56538698032
37177,96510.31520637286
37178,80036.37008113788
37179,53036.310449275974
37180,83269.15138545918
37181,15162.931034269552
37182,81593.11659335089
37183,60162.806693327315
37184,71364.73506614342
37185,62987.764120277716
37186,98684.7676825902
37187,45029.58923920613
37188,22386.321769761733
37189,98137.0239678655
37190,21079.14468906567
37191,11249.093276545318
37192,17218.779053489732
37193,50497.09010599242
37194,66881.7187075821
37195,44649.326828206846
37196,70817.4628980912
37197,24339.340723708618
37198,28985.76432423007
37199,107703.66250398698
37200,29679.468627644725
37201,143789.44375290515
37202,61396.580291835104
37203,55319.46866779318
37204,89743.76199514103
37205,5065.666855164619
37206,115647.29769166597
37207,90301.84886079459
37208,77447.60812790638
37209,88080.79777584475
37210,82925.75450194548
37211,69001.22020966887
37212,8291.622337851855
37213,103239.54023235088
37214,77527.77654382079
37215,103159.8171847137
37216,23239.635120795545
37217,32706.249500643346
37218,15386.698132437718
37219,99232.99751367337
37220,46571.08506826277
37221,9216.908648833345
37222,34108.866742421735
37223,57307.8406484681
37224,36883.841315550926
37225,8053.088659256543
37226,38022.032395005415
37227,6812.978620288644
37228,74908.83571315881
37229,85686.05974758172
37230,23707.003201874955
37231,124213.78852127958
37232,89820.19428492997
37233,108133.92587303916
37234,39025.59274681836
37235,7235.037508247749
37236,63363.67326343118
37237,65016.964867085175
37238,48677.48505830463
37239,6680.039855867839
37240,37004.92653349598
37241,30688.042599879205
37242,24119.11027302171
37243,73625.13405621613
37244,93721.99269098614
37245,2078.4603527108557
37246,36763.74706455528
37247,92897.96446665547
37248,95518.08691499793
37249,63520.28054603885
37250,98764.30661038854
37251,106823.13697992334
37252,13102.679951858923
37253,55445.46417504755
37254,150118.8909796736
37255,151536.6252839471
37256,46065.020379593516
37257,33558.854000359315
37258,160104.2620516034
37259,8341.03229243351
37260,91742.07666929525
37261,25219.010622741876
37262,43351.551645902444
37263,89469.76736391109
37264,57233.57754317887
37265,27924.00249639662
37266,80718.72524849058
37267,25126.469239275168
37268,26424.825842857106
37269,53212.39085483139
37270,63558.03568526493
37271,88764.54913514729
37272,29746.795376193528
37273,18216.53498469446
37274,131965.56617905502
37275,53967.72290785688
37276,16023.46788875959
37277,71606.49845785125
37278,89177.14343619799
37279,66791.9020362836
37280,21303.997444588204
37281,19709.158588302413
37282,39976.998656355165
37283,153587.86637027844
37284,77313.69518196092
37285,19065.56689189201
37286,157764.20089934932
37287,25118.68419736467
37288,65238.412112874226
37289,122558.41764853321
37290,25185.95576419355
37291,66325.45597394861
37292,60040.84730891148
37293,33979.75868470884
37294,8531.914199949026
37295,43652.25531035912
37296,39373.70703548394
37297,138626.20666734411
37298,125669.43009710054
37299,14900.317666371588
37300,102687.93714385558
37301,25014.071867749182
37302,59073.823075302746
37303,148062.9684937481
37304,24645.184701918628
37305,53755.46960953588
37306,139354.7129480178
37307,62793.323270456356
37308,19972.578514760346
37309,77161.57368245444
37310,39006.53193971213
37311,91491.31688760802
37312,104230.82211669387
37313,17556.48177805026
37314,46030.04545930791
37315,22268.5462820674
37316,68789.72824894595
37317,-2171.9393824498175
37318,18731.833565821184
37319,51256.59168169236
37320,15526.341265047671
37321,6015.909010525164
37322,5822.139891527896
37323,13487.201630622514
37324,33387.190154650525
37325,83654.62826471512
37326,82485.12212811265
37327,67546.66085102962
37328,5571.870085643533
37329,42204.25064971042
37330,15877.746435999456
37331,71840.57308493939
37332,129006.43684215134
37333,162153.09277804225
37334,95192.87015347529
37335,94230.82402721579
37336,65193.2922675386
37337,51002.87698801623
37338,-4003.810000124209
37339,11493.563928731564
37340,14105.434717809783
37341,10904.024575497098
37342,40603.00832244887
37343,14296.938081596023
37344,89940.68112032683
37345,77676.20434221427
37346,68601.14308120732
37347,44719.494120730415
37348,27160.127125117437
37349,35283.40660498523
37350,131449.49756510265
37351,27752.41331186573
37352,87739.94891502513
37353,-2979.731743489914
37354,9306.967270720004
37355,22193.024644094294
37356,90749.5911978113
37357,26635.002242025803
37358,78457.74025206627
37359,21012.51199762215
37360,10433.495148615346
37361,56462.30345001161
37362,19085.0156978758
37363,107879.94032404601
37364,132069.20546494008
37365,53085.662156662176
37366,14116.675109571384
37367,37963.24173215126
37368,148700.4007456216
37369,83542.26704932933
37370,14506.572021351492
37371,80385.64755599949
37372,6092.702275439486
37373,113017.0637818727
37374,86076.93745578345
37375,16293.670482996113
37376,80290.59394781827
37377,89328.51830044125
37378,42603.00354902416
37379,44364.33273822441
37380,64208.310490427684
37381,25158.978390309156
37382,88644.1876511836
37383,42960.33547189296
37384,115933.549580559
37385,38338.73944308071
37386,49589.91794236719
37387,23544.33552584345
37388,128324.07023310933
37389,83867.07920804707
37390,21220.849788275125
37391,100675.57977491233
37392,46685.60728206437
37393,74471.81504910186
37394,-362.30428090255003
37395,99903.28899956723
37396,1720.0440182776947
37397,29128.48996479594
37398,106143.60966066185
37399,68280.93819624062
37400,29113.682563949635
37401,15265.564063458445
37402,102879.29357896422
37403,16499.541843269853
37404,13707.915690508476
37405,55492.92201365834
37406,45654.9852309268
37407,21059.096554701686
37408,12287.780575254706
37409,51140.88055476319
37410,39772.08234488373
37411,99140.24689792412
37412,108163.51451953105
37413,39448.04335586513
37414,18274.72657085721
37415,124551.82991262531
37416,104299.25646416827
37417,47237.12275120171
37418,60024.995561237825
37419,21970.310781162287
37420,90765.94412978503
37421,58194.23742900694
37422,22378.44082866521
37423,115235.60800824965
37424,80668.19381471649
37425,96044.73895220507
37426,10978.015207093116
37427,9679.313493556027
37428,84778.50317116024
37429,96279.12065708773
37430,21427.005205624497
37431,25615.31187981473
37432,118607.55705679765
37433,9937.546648636438
37434,43439.35929174499
37435,14720.193133671692
37436,105760.10075700133
37437,49832.44350242726
37438,76848.36617488218
37439,45775.49539829122
37440,13252.771843857405
37441,5762.201319298997
37442,33280.15959707074
37443,12259.603877695816
37444,127109.68735605228
37445,103648.7456328753
37446,17832.92136988138
37447,66143.63799986664
37448,34114.887098720355
37449,37366.432093313066
37450,88759.36106826476
37451,12769.883661230355
37452,108214.60553928642
37453,28050.989314600825
37454,51478.18903957201
37455,46730.02115335072
37456,163236.47505834125
37457,109372.84209662468
37458,65615.4016967138
37459,109797.43628058201
37460,11631.328583377588
37461,18361.791565457403
37462,45786.985462696546
37463,42385.18569127632
37464,32835.37292641168
37465,110899.18640574689
37466,13119.942608481408
37467,50009.45771059822
37468,80306.15233778441
37469,43950.454124058226
37470,61717.89471867475
37471,78506.16828951938
37472,56334.08845113771
37473,10108.333251090113
37474,12510.780795163853
37475,119668.29471718737
37476,15033.632035665201
37477,43418.570986664454
37478,48565.54222528884
37479,56224.9202206297
37480,55383.47797423045
37481,10804.017158013014
37482,12077.739820814415
37483,141351.8614863962
37484,69860.77687181991
37485,30908.56312069016
37486,136478.2237496177
37487,18365.189364354424
37488,75471.39886395675
37489,63940.92350018797
37490,125207.24042872722
37491,26176.1069195588
37492,53632.6751815481
37493,17203.371755640517
37494,12745.242325169942
37495,14814.826492738803
37496,73407.75245506101
37497,40042.73634891417
37498,112057.35460147669
37499,4712.216653189306
37500,60884.79581439424
37501,33495.84272854029
37502,7520.710321084684
37503,76607.74247350295
37504,23659.226947449417
37505,88549.13157176122
37506,47101.37537185756
37507,126018.65790773
37508,11568.888361910005
37509,57138.43327350475
37510,16144.334365264667
37511,26512.27751017452
37512,27893.051821923367
37513,90658.65193327842
37514,68968.99591835041
37515,122773.20149802024
37516,36521.30801456424
37517,52754.44370241868
37518,125020.40491832979
37519,29080.08789017022
37520,81378.8684288704
37521,62256.78903060198
37522,54199.76704220369
37523,35711.34952342471
37524,80554.41437424102
37525,44094.925748778565
37526,26931.983707474796
37527,89527.68219932352
37528,68719.92773113569
37529,117264.72201320776
37530,34307.09190842741
37531,8008.55459949534
37532,83681.09225997872
37533,56520.36918087155
37534,23804.507589723147
37535,73323.59584340252
37536,12377.747562908746
37537,87469.35319743054
37538,68235.4694106955
37539,9077.81276394602
37540,22776.508162404374
37541,11149.881923371864
37542,71453.93469998363
37543,47647.96528965216
37544,24849.00483816745
37545,11893.845310943405
37546,22883.233664911073
37547,121375.91653349741
37548,48397.29954050026
37549,9387.843977667704
37550,48088.479499017674
37551,43088.03389682181
37552,21593.88799200341
37553,10437.267871793763
37554,11705.168539041613
37555,84668.68650584327
37556,69654.95058205073
37557,19449.006918505263
37558,105574.51976188064
37559,8829.512987011496
37560,13178.969555146046
37561,45084.210259398955
37562,94138.72970049769
37563,11460.187487737827
37564,80422.5546612879
37565,35503.88469304138
37566,-1723.8549869362896
37567,81760.27218890064
37568,76224.6236844849
37569,11298.802385803843
37570,55938.11171123474
37571,52261.93461674016
37572,58091.912185713896
37573,57050.83448307816
37574,51961.30959150505
37575,90516.70466104528
37576,71291.16360388233
37577,41505.57396693781
37578,110839.58261398828
37579,34347.6379389065
37580,37383.43840971679
37581,25650.63667883888
37582,103030.80002301649
37583,130324.18416317193
37584,32504.632545539273
37585,51205.94153629702
37586,68408.32718473753
37587,102723.59953361933
37588,24472.06518757678
37589,80906.77610021064
37590,9546.810919303554
37591,101880.63289684808
37592,123657.88592138357
37593,85815.49530563907
37594,66057.97388407307
37595,111557.33492575222
37596,12067.069396483403
37597,12328.93001301313
37598,47424.35890526592
37599,123317.8033812199
37600,68699.15456203539
37601,29561.071516641307
37602,18288.755749344058
37603,46920.02813681387
37604,23390.964147310897
37605,34980.86640552708
37606,97055.3990877424
37607,39310.37510273252
37608,45040.533732800555
37609,88862.36417138188
37610,38938.83812322744
37611,65317.266472600015
37612,56094.01145332529
37613,67128.5567265491
37614,7212.054786554817
37615,20521.228278009326
37616,86577.17563123614
37617,78251.07533059608
37618,105003.77540278289
37619,86662.41939852617
37620,23677.787875362734
37621,83275.01152812681
37622,12952.551205795948
37623,121588.71960318838
37624,83669.82579212365
37625,58690.2666398593
37626,112340.47565630221
37627,55998.42408531668
37628,61717.809025587776
37629,65697.43757837912
37630,24188.55167291182
37631,32954.57052061265
37632,35045.068560438085
37633,4459.4787176899545
37634,35746.77953084944
37635,107163.87595303867
37636,18439.955633368223
37637,97515.0610163744
37638,35279.69033028583
37639,112229.10189437153
37640,994.4819670062573
37641,97724.67566232891
37642,27610.678923154792
37643,105013.88424209654
37644,54552.978713206074
37645,83788.15257004778
37646,17345.778589899157
37647,6518.221212980688
37648,132053.49401141985
37649,20285.919906997828
37650,11856.965531611864
37651,2805.5480507832344
37652,38614.55837550767
37653,43214.23754039727
37654,67127.7759608938
37655,152538.27798419635
37656,3999.5702333099734
37657,27687.914223923643
37658,51854.796157211444
37659,23521.087208740977
37660,42858.75779433935
37661,74127.42667685538
37662,18039.379881003344
37663,24916.229415801554
37664,107076.09665786466
37665,34435.71268136064
37666,12372.05173464445
37667,35857.08868287507
37668,59002.934781934535
37669,19327.37272396577
37670,37102.68939773508
37671,106761.86307778538
37672,140347.0797693876
37673,37071.242640894256
37674,3176.584333087437
37675,53040.35252303998
37676,83928.5714868798
37677,23793.236169552278
37678,42831.63514650921
37679,98145.44801757058
37680,87741.92949753857
37681,111701.39874469751
37682,114258.08322947234
37683,20422.58576628552
37684,26800.755744822105
37685,22736.268884083944
37686,77965.02266612329
37687,10241.67092339911
37688,10757.013039034515
37689,24851.28428817239
37690,39047.52658471423
37691,56670.60926306445
37692,74321.71283739849
37693,145330.79501412582
37694,133118.49063988106
37695,84908.87565933524
37696,58386.34775143522
37697,85116.61006472583
37698,74830.80544353795
37699,72890.0064897434
37700,83907.43866415512
37701,82160.25194686039
37702,83222.77674185352
37703,13287.668272483685
37704,33335.85782416974
37705,111602.88469372009
37706,80356.10435792597
37707,21953.27897942556
37708,86162.36639156238
37709,71862.83864065984
37710,33783.31456472402
37711,140840.73279279395
37712,3747.675437883626
37713,85186.57707408722
37714,117874.34627293369
37715,89682.92114788442
37716,10794.375913325144
37717,112839.14748340823
37718,4858.958552403659
37719,96903.77676060711
37720,6440.81727485892
37721,13989.757239866241
37722,29335.942292162603
37723,58917.85874439577
37724,17881.16293382585
37725,73053.22041737323
37726,-1271.8834260320916
37727,44091.50715060444
37728,96915.12328034158
37729,6934.940674167837
37730,73943.11448106905
37731,54632.41606536089
37732,120845.04579808383
37733,110160.92906261489
37734,27468.303860454293
37735,29757.995951615456
37736,38843.779723561835
37737,9484.021316701643
37738,70071.66443752208
37739,70000.37462924229
37740,27236.444353920095
37741,80430.47640068932
37742,75171.80170471931
37743,139541.94595361353
37744,2779.8020870248097
37745,7974.506487883359
37746,23056.87268646143
37747,104835.46288269482
37748,69371.48837947118
37749,63888.331224989626
37750,88950.90606887461
37751,68262.88418019479
37752,73460.58133336462
37753,23252.59483154626
37754,66287.61227784341
37755,29580.11856941811
37756,119953.10020639694
37757,138119.25304971676
37758,30990.009383501103
37759,85664.39563263697
37760,12719.404041829697
37761,106670.54226639436
37762,66398.85520421823
37763,51116.15494993729
37764,61433.8788859725
37765,72105.34523787939
37766,6733.8390124449725
37767,72066.29933908588
37768,18671.516059167414
37769,6243.737953059973
37770,64204.63061583473
37771,125128.31387276796
37772,103894.33939368202
37773,44760.856791989114
37774,11431.508312366954
37775,95226.83259226129
37776,25900.121372863607
37777,97101.17566012344
37778,122844.48090101179
37779,6685.586070606828
37780,27360.183958219157
37781,53782.456460386355
37782,24849.001335887617
37783,46214.2656526944
37784,158964.1995506158
37785,19804.80332638828
37786,61153.075262765225
37787,48968.303822087604
37788,29471.538224559183
37789,65880.41031494414
37790,29249.160742514483
37791,95569.53769831051
37792,111807.00236336802
37793,29212.738209360716
37794,69059.4001001808
37795,102579.84174348171
37796,33392.327664467375
37797,160251.64746830054
37798,54638.904764051906
37799,45213.60834725136
37800,82137.6811062872
37801,74992.20669291657
37802,59188.17109111563
37803,10179.457263958644
37804,46722.22286359789
37805,47434.7535779682
37806,42816.694389527736
37807,100371.41402268139
37808,28365.408112746125
37809,70228.81981753181
37810,99238.511331641
37811,159873.90035002702
37812,41210.03059058082
37813,19032.24886835914
37814,75964.0707366681
37815,59290.675617253844
37816,44661.52619521088
37817,57337.93935606019
37818,4710.150429350248
37819,115125.42265774347
37820,114500.39285758357
37821,96543.23352843539
37822,114445.55034702519
37823,65915.17045563267
37824,75655.98895873026
37825,86150.56425331434
37826,106147.75370827845
37827,36437.76655258049
37828,54658.25226770534
37829,118065.65905317833
37830,2628.3911413818532
37831,87702.84569587847
37832,34008.68330861549
37833,7728.657634161915
37834,12243.149159956956
37835,33921.0967183887
37836,68127.92463976398
37837,12814.136210067312
37838,32845.951837399785
37839,150703.09569608484
37840,129796.16274408354
37841,28134.87341223143
37842,11938.108876798546
37843,57769.87772362142
37844,6049.111913485095
37845,63891.185929721774
37846,8351.690163873596
37847,83196.97315521765
37848,76444.79729048196
37849,23404.15163334245
37850,13284.034571085593
37851,43277.256994737254
37852,42329.95493503763
37853,7245.327746957301
37854,79656.2998325851
37855,34827.064377699826
37856,83902.66941457034
37857,118331.86246372953
37858,16294.658633745017
37859,66764.5854127028
37860,6658.474756075822
37861,16792.408278935272
37862,76462.47777870909
37863,79407.25286801273
37864,51459.65677921116
37865,66247.56726335689
37866,16609.983235577154
37867,17678.184948549177
37868,73892.63946279096
37869,1682.3106229662403
37870,13093.335743064157
37871,54010.79877231488
37872,89085.6204214023
37873,83865.5879279457
37874,81433.79678061201
37875,61288.70599895754
37876,64896.78601298813
37877,34628.63004360479
37878,67418.1259330333
37879,40607.72734334717
37880,25109.427373672414
37881,136965.69984419591
37882,121066.09924715427
37883,144526.32591778238
37884,22105.297103851604
37885,110982.3174122794
37886,89471.71696859127
37887,112511.95005745822
37888,70299.04233659977
37889,41582.00659847255
37890,34377.10224108349
37891,99207.25859233562
37892,31071.039664419644
37893,22273.041963241343
37894,25763.22733701847
37895,2340.7885635441626
37896,25908.3172696423
37897,104893.61344048209
37898,26443.729073240236
37899,65694.07236085464
37900,44905.94143988578
37901,63165.82136502281
37902,164492.35746174253
37903,76689.01979038818
37904,99927.98583548496
37905,3885.578250778937
37906,19169.381945588062
37907,16687.049253488054
37908,23397.172995223587
37909,107239.71916022387
37910,17542.396915799894
37911,31895.89275327536
37912,48840.94644721879
37913,108849.51241722553
37914,47042.38432196947
37915,21606.896578669526
37916,14835.002881969063
37917,58844.48009660247
37918,34210.3578921876
37919,27070.171533662975
37920,11145.867222775843
37921,18213.399812519852
37922,1803.616382328854
37923,46506.0547189099
37924,13833.695286409835
37925,33159.27723211526
37926,45672.63319920296
37927,9253.654918826931
37928,22613.073668268364
37929,105140.19067280946
37930,44928.551135108704
37931,7534.288107680557
37932,10139.263582280717
37933,89160.0190489869
37934,105314.66202604027
37935,165738.9364172191
37936,15276.073061488649
37937,58079.03542731778
